year,film_festival,title,director,field,award,genre,plot,rating,runtime,prodYear,actors,img_link,stills,score
2021,소리아 국제단편영화제,조지아,제이 박,,,"가족,범죄",병들고 가난한 부부가 딸의 억울한 죽음을 규명하기 위해 나선다. 가해자를 밝히지도 못한 채 졸속으로 마무리된 딸의 자살 사건에 경찰이 재조사를 거부하자 컴맹 부부는 재수사를 촉구하는 현수막을 직접 제작하기로 한다. 남다른 감성으로 쌓아올린 통렬한 비극. (강소원),12세관람가,29,2020,"이양희,이채경,김규남",https://ssl.pstatic.net/imgmovie/mdi/mit110/1989/198972_P05_171945.jpg,"http://file.koreafilm.or.kr/thm/01/copy/00/55/40/tn_DST704300.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/55/40/tn_DST704301.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/55/40/tn_DST704302.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/55/40/tn_DST704303.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/55/40/tn_DST704304.jpg",0
2021,보고타 단편영화제,미미(美味): 궁극의 식사,한재원,경쟁부문,,"코메디,공포",미각을 잃은 미식 유튜버 성호는 어딘가 기괴한 음식점에 방문한다.,,19,2020,"김최용준,정경임,이종윤",https://ssl.pstatic.net/imgmovie/mdi/mit110/2000/200057_P00_115805.jpg,"http://file.koreafilm.or.kr/thm/01/copy/00/59/36/tn_DST746646.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/59/36/tn_DST746647.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/59/36/tn_DST746648.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/59/36/tn_DST746649.jpg",0
2021,엑상프로방스 국제단편영화제,아이즈앤혼즈,임채린,International Competition of Experimental Shorts,,기타,,,,,,https://ssl.pstatic.net/imgmovie/mdi/mit110/2050/205061_P01_163835.jpg,,0
2021,서울독립영화제,절해고도,김미영,페스티벌 초이스,,드라마,"절해고도. '육지에서 멀리 떨어진 바다의 외딴 섬'이라는 뜻을 지닌 제목은 삶의 표류와 고독, 혹은 미지를 담담한 자태로 그려내는 이 영화의 성찰적인 정서와 지극히 잘 어울린다. 윤철(박종환)은 조각가이지만 주로 인테리어 일을 하면서 생활을 유지한다. 그는 이혼한 아빠인데, 딸 지나(이연)는 아빠를 닮아 미술에 소질이 있지만 고등학교 생활에 적응하지 못하며 문제아로 낙인찍힌다. 한 편 윤철은 영지(강경헌)라는 매력적인 여인을 만나 늦은 나이에 사랑에 빠지게 된다.  절해고도 의 인물들은 인생의 절대적 사건 앞에서도 호들갑을 떨지 않으며, 비극적인 전환과 기습적인 변화에도 의연한 자세를 갖춘다. 신중한 연기, 유려한 구성과 촬영, 성숙한 자세 등으로 깊은 성찰의 시간을 경험케 한다. (정한석)",,116,2021,"박종환,이연,강경헌",https://ssl.pstatic.net/imgmovie/mdi/mit110/2097/209725_P01_134325.jpg,"http://file.koreafilm.or.kr/thm/01/copy/00/59/13/tn_DST743897.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/59/13/tn_DST743898.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/59/13/tn_DST743899.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/59/13/tn_DST743900.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/59/13/tn_DST743901.jpg",10
2021,서울독립영화제,장갑을 사러,이현주,단편경쟁,,멜로/로맨스,"피아노를 가르치는 인경은 연인의 일본 발령 소식에 일본어 학원을 다니기 시작한다. 일본어를 왜 배우는지 스스로 대답을 찾지 못한 채 그의 출국일이 다가온다. 그녀는 답을 찾게 될까? 딱히 드라마랄 것도 없이 고요하게 감정의 축조를 쌓아 올리는데, 그 기운이 예사롭지 않다. (강소원)",,29,2021,"김정민,양종욱,김하람",https://ssl.pstatic.net/imgmovie/mdi/mit110/2097/209796_P01_103415.jpg,"http://file.koreafilm.or.kr/thm/01/copy/00/59/12/tn_DST743874.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/59/12/tn_DST743875.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/59/12/tn_DST743876.jpg",5
2021,서울독립영화제,죽으러가는길,이주승,페스티벌 초이스,,기타,,,,,,,,10
2021,서울독립영화제,듣보인간의 생존신고,서원태,본선 장편경쟁,,기타,,,,,,,,10
2021,서울독립영화제,거북이와 여자들,한선희,페스티벌 초이스,,기타,,,,,,https://ssl.pstatic.net/imgmovie/mdi/mit110/2115/211569_P01_102010.jpg,,5
2021,서울독립영화제,내일의 연인들,김양희,페스티벌 초이스,,"드라마,멜로/로맨스","29세의 대학원생 정안은 어느 날, 선애 누나의 전화를 받는다. 선애는 엄마 친구의 딸로 어린 시절부터 함께 자라며 알고 지냈다. 5년 만에 연락한 선애는 이혼을 했다며 전남편과 함께 살던 빌라가 팔릴 때까지, 정안에게 집을 봐달라고 부탁한다.정안은 회사를 그만두고 대학원에 다니며 인생의 유예기간을 갖던 중이라 선애의 제안을 반갑게 여긴다. 만난 지 얼마 되지 않은 연인 지원과 단둘만의 시간을 갖고 싶었기 때문이다.공들여 꾸민 아늑한 선애의 집에서 정안과 지원은 마치 진짜 부부인 양 생활하며 서로에 대한 감정을 키워 나간다. 그리고 결코 행복해 보이지 않는 그들의 부모와 무슨 연유인지 몰라도 이 집을 떠나간 선애 부부를 생각하며, 언젠가는 찾아올 이별의 순간을 생각하게 된다.",,35,2021,"우지현,이태경,박소진",https://ssl.pstatic.net/imgmovie/mdi/mit110/2115/211568_P01_102308.jpg,"http://file.koreafilm.or.kr/thm/01/copy/00/59/37/tn_DST746699.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/59/37/tn_DST746700.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/59/37/tn_DST746701.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/59/37/tn_DST746702.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/59/37/tn_DST746703.jpg",10
2021,서울독립영화제,돛대,이주승,페스티벌 초이스,,드라마,항상 계획을 세우지만 매번 실패하는 은구의 마지막 계획은 멋진 죽음이다.,,23,2021,"이주승,이상희",https://ssl.pstatic.net/imgmovie/mdi/mit110/2054/205401_P01_152107.jpg,"http://file.koreafilm.or.kr/thm/01/copy/00/57/44/tn_DST726688.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/57/44/tn_DST726689.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/57/44/tn_DST726690.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/57/44/tn_DST726691.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/57/44/tn_DST726687.jpg",10
2021,서울독립영화제,평화가 사람 속을 걸어다니네,함유선,페스티벌 초이스,,"사회,지역",제주도 강정마을에 해군기지가 완공되었다. 서로 다른 두개의 평화가 공존하는 강정마을은 오늘도 어수선하다. 같은 공간 서로 다른 생각이 부딪치는 강정마을은 불안한 평화를 이어가고 있다.,전체관람가,23,2021,,https://ssl.pstatic.net/imgmovie/mdi/mit110/2107/210730_P01_152052.JPG,,5
2021,서울독립영화제,바다 위의 별,장승욱,페스티벌 초이스,,드라마,"여느 날과 다름없는 오후, 집에 물이 차오르기 시작한다.",,6,2021,,https://ssl.pstatic.net/imgmovie/mdi/mit110/2062/206237_P01_104920.jpg,"http://file.koreafilm.or.kr/thm/01/copy/00/58/35/tn_DST735941.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/58/35/tn_DST735958.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/58/35/tn_DST735959.jpg",5
2021,서울독립영화제,나쁜 친구,한병아,페스티벌 초이스,,"드라마,가족,아동",엄마가 가장 필요한 시기의 소녀에게 빈자리를 채워 줄 무언가가 필요했다. 짓궂고 때론 아프게 하지만 늘 옆에 있어 주는 상상친구 '스위티'와 함께 불편해도 성가셔도 함께 공존하고 살아가는 것의 가치를 깨닫는 어린 소녀의 성장 이야기이다.,,9,2021,"손지아,강수진,김지현",https://ssl.pstatic.net/imgmovie/mdi/mit110/2081/208187_P01_160054.jpg,"http://file.koreafilm.or.kr/thm/01/copy/00/57/73/tn_DST729685.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/57/73/tn_DST729686.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/57/73/tn_DST729687.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/57/73/tn_DST729688.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/57/73/tn_DST729689.jpg",10
2021,서울독립영화제,땅밑 하늘공간,강제규,독립영화 아카이브전,,기타,,,,,,https://ssl.pstatic.net/imgmovie/mdi/mit110/2118/211827_P01_114039.jpg,,5
2021,서울독립영화제,뫼비우스의 딸,김의석,독립영화 아카이브전,,"드라마,인물","김기숙이라는 29살의 무용수. 그녀는 혼자사는 독신 여성이다. 영화는 흑백 음영 필름에서 시작해서, 무용을 하면서 살아가는 그녀의 일상을 담고 있다. 거기에 더해 그녀의 나레이션이 추가되면서, 독신으로 살고 있는 그녀의 다소 무료한 삶의 모습이 드러난다. 뫼비우스의 띠는 안과 밖이 구분되어 있다는 고정관념을 깨고 하나의 띠로 연결되는어 안과 밖이 하나로 연결되는 띠이다. 이 뫼비우스의 띠처럼 영화 속 인물은 챗바퀴처럼 무료한 삶의 단면을 드러내며 누구에게도 이해받기 어려운 자신의 생활에 대해 이야기하고 있다. 어쩌면 영화 속 주인공 뿐 아니라, 그 시대를 살았던 모든 독신 여성들의 모습이 그처럼 자아실현 욕구와 사회적 인식의 한계 속에서 갈등하고 방황했을 것이다. 80년대 초반 서울의 거리 풍경과 함께 노처녀라고 불리우는 여성이 자신의 정체성과 삶에 대해 고민하는 내용으로 이루어져 있다. 김의석 감독이 중대 재학시절 만든 작품으로 보이며, 여성의 삶에 천착하는 태도와 다큐멘터리적 기법이 돋보인다.",,15,1981,,https://ssl.pstatic.net/imgmovie/mdi/mit110/2118/211826_P01_114224.jpg,,10
2021,서울독립영화제,그 여름,김동빈,독립영화 아카이브전,,"드라마,사회물","농촌에서 상경해 서울 주변부에서 살아가고 있는 삼남매의 이야기로서 철공소 직원, 레스토랑의 웨이터, 미용실의 시다 일을 하고 있는 이들은 가난하지만 내일의 꿈을 갖고 건강한 생활을 엮어간다. 그러나 어느 날 철공소 공원인 영민이 야간작업 중 사고를 당한다. 수술을 하지 않으면 실명을 할 위험에 처해 있지만 공장 주인은 개인의 실수로 일어난 일이라고 발뺌을 하고, 주위에 도움을 청해 보지만 냉담한 반응만이 있을 뿐이다. 치료비를 구하려고 철호는 돈을 훔칠려고 하나 실패하고, 영숙도 돈을 마련하려고 하지만 쉽지는 않다.",,35,1984,"강인화,홍기선,홍헌표",https://ssl.pstatic.net/imgmovie/mdi/mit110/0319/31988_P01_113419.jpg,,5
2021,서울독립영화제,헐리웃 키드,김덕민,뉴-쇼츠,,기타,,,,,,https://ssl.pstatic.net/imgmovie/mdi/mit110/2118/211825_P01_141355.jpg,,5
2021,서울독립영화제,"아듀, 오맹달",이강욱,뉴-쇼츠,,드라마,더운 여름밤. 정거장에서 버스를 기다리던 무겸에게 문자가 온다. 홍콩배우 오맹달의 부고 기사를 본 친구의 문자. 회사를 관둬 막막한 무겸은 친구의 연락이 그저 귀찮기만 하다. 여전히 버스는 오지 않고 귀뚜라미 우는 소리만 들려오는 적막한 정거장.,,7,2021,"정성욱,탁기영",https://ssl.pstatic.net/imgmovie/mdi/mit110/2112/211204_P01_132344.jpeg,"http://file.koreafilm.or.kr/thm/01/copy/00/59/84/tn_DST751918.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/59/84/tn_DST751919.jpg",5
2021,서울독립영화제,바다는 고향을 알고 있다,노희정,뉴-쇼츠,,기타,,,,,,https://ssl.pstatic.net/imgmovie/mdi/mit110/2118/211824_P01_141558.jpg,,5
2021,서울독립영화제,절대 시계를 보지 말 것,고동선,뉴-쇼츠,,기타,,,,,,https://ssl.pstatic.net/imgmovie/mdi/mit110/2118/211821_P01_142456.jpg,,5
2021,서울독립영화제,내 방 안의 Another World,강소연,뉴-쇼츠,,기타,,,,,,https://ssl.pstatic.net/imgmovie/mdi/mit110/2118/211820_P01_142713.jpg,,5
2021,서울독립영화제,코로나 극장,김세성,뉴-쇼츠,,기타,,,,,,https://ssl.pstatic.net/imgmovie/mdi/mit110/2118/211819_P01_142914.jpg,,5
2021,서울독립영화제,지붕 위의 두 남자,모현신,뉴-쇼츠,,기타,,,,,,https://ssl.pstatic.net/imgmovie/mdi/mit110/2118/211818_P01_143123.jpg,,5
2021,서울독립영화제,소리 줍는 사람,오도이,뉴-쇼츠,,기타,,,,,,https://ssl.pstatic.net/imgmovie/mdi/mit110/2118/211816_P01_143518.jpg,,5
2021,서울독립영화제,이별격리,은정현,뉴-쇼츠,,기타,,,,,,https://ssl.pstatic.net/imgmovie/mdi/mit110/2118/211814_P01_150104.jpg,,5
2021,서울독립영화제,손끝,정수연,뉴-쇼츠,,드라마,갑작스럽게 빵집 아르바이트에서 잘린 수민은 빵집 사장을 노동청에 신고한 상태이다. 그러자 사장은 3개월 동안 월급을 주지 않고 버티고 있다. 수민과 함께 신고를 한 매니저 진희는 수민과 상의 없이 사장과 합의를 보고 복직된다. 수민은 늦은 밤 매니저를 만나러 빵집에 간다.,,14,2021,"김도영,박희은,홍예지",https://ssl.pstatic.net/imgmovie/mdi/mit110/2118/211813_P01_150426.jpg,"http://file.koreafilm.or.kr/thm/01/copy/00/59/84/tn_DST751950.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/59/84/tn_DST751951.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/59/84/tn_DST751949.jpg",5
2021,서울독립영화제,외식,박송열,뉴-쇼츠,,기타,,,,,,https://ssl.pstatic.net/imgmovie/mdi/mit110/2118/211812_P01_150609.jpg,,10
2021,서울독립영화제,프리즈마,장주선,뉴-쇼츠,,기타,,,,,,https://ssl.pstatic.net/imgmovie/mdi/mit110/2118/211810_P01_150958.jpg,,5
2021,서울독립영화제,밴드큐,이유진,뉴-쇼츠,,"드라마,뮤직",인디 밴드의 메인 보컬 미혜는 신곡  오빠의 여자 를 부를 수 없다. 결국 밴드를 나와 홍대 거리를 정처 없이 떠도는 미혜. 그런 미혜 앞에 천만 배우이자 트랜스젠더 여성인 채채가 나타난다.,,14,2021,"권은혜,해준",https://ssl.pstatic.net/imgmovie/mdi/mit110/2118/211808_P01_151329.jpg,"http://file.koreafilm.or.kr/thm/01/copy/00/59/85/tn_DST751976.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/59/85/tn_DST751977.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/59/85/tn_DST751978.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/59/85/tn_DST751979.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/59/85/tn_DST751980.jpg",5
2021,서울독립영화제,컵라면과 복숭아,조경원,뉴-쇼츠,,기타,,,,,,https://ssl.pstatic.net/imgmovie/mdi/mit110/2118/211807_P01_151531.jpg,,5
2021,서울독립영화제,어디에도 없는 시간,장태구,본선 단편경쟁,,드라마,승미는 절친한 친구 정현이 서울 회사에 취업한 이후 통 만나지 못했다.물리적인 거리감은 결국 사람과 사이를 멀어지게 만들까. 코로나의 영향으로 그렇게 된 걸까 생각하는 승미는 두 사람의 여행을 떠올리며 달리기 시작한다.,,21,2021,,https://ssl.pstatic.net/imgmovie/mdi/mit110/2092/209249_P00_100400.png,"http://file.koreafilm.or.kr/thm/01/copy/00/59/84/tn_DST751898.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/59/84/tn_DST751899.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/59/84/tn_DST751900.jpg",10
2021,서울독립영화제,성덕,오세연,페스티벌 초이스,,"코메디,문화,사회","어느 날 ‘오빠’가 범죄자가 되었다. 그의 팬, 그중에서도 ‘성공한 덕후’였던 나는 분노와 슬픔, 약간의 민망함 속에서 혼란스러운 시간을 보냈다. 팬이라는 이름으로 함께했던 얼굴들을 떠올렸다. 누구는 믿고 응원했기 때문에 더 화가 난다고 하고, 누구는 진정한 팬이라면 끝까지 기다려 주는 거라고 한다. 우리는 덕질을 계속할 수 있을까? 아니, 그만둘 수 있을까? 마음껏 덕질하기 어려운 시대, 사랑했기 때문에 고통 받는 ‘성덕’들을 만나러 간다.",,87,2021,,https://ssl.pstatic.net/imgmovie/mdi/mit110/2097/209785_P01_142954.jpg,,5
2021,서울독립영화제,균열,배기성,본선 단편경쟁,,드라마,"지방의 어느 도로 앞. ‘균열’이라는 단어가 적힌 피켓을 들고 시위 중인 남자. 하루 전, 균열이 가득한 빌라 앞에 허름한 텐트에서 생활 중인 40대 초반의 남자 상수. 그는 익숙한 듯 텐트에서 나와 인력사무소로 향한다. 다른 인부들과 또 다른 빌라에 도착한 그. 그곳 역시 균열이 가득하다.",,20,2021,Kim Rok-gyeong,https://ssl.pstatic.net/imgmovie/mdi/mit110/2116/211605_P01_143633.jpg,"http://file.koreafilm.or.kr/thm/01/copy/00/59/85/tn_DST752003.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/59/85/tn_DST752004.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/59/85/tn_DST752005.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/59/85/tn_DST752006.jpg",5
2021,서울독립영화제,농몽,권순현,본선 단편경쟁,,"사회,인물","내게 촛불은 매혹이었다. 세상에 마침내 종말이 찾아온다면 이런 모습이지 않을까 상상했다. 광장의 사람들은 웃고 울고 소리쳤다. 내 손 안의 작은 열기 덕분에 종말 이후 찾아올 새로운 세상을 상상할 수 있었다. 일렁이는 불꽃에 매혹당하여, 나는 촛불을 들 여유가 없는 사람들을, 광장을 갖지 못한 사람들을 떠올리지 않았다.",,39,2020,,https://ssl.pstatic.net/imgmovie/mdi/mit110/2036/203696_P01_140048.JPG,"http://file.koreafilm.or.kr/thm/01/copy/00/58/75/tn_DST739976.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/58/75/tn_DST739977.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/58/75/tn_DST739978.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/58/75/tn_DST739979.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/58/75/tn_DST739980.jpg",5
2021,서울독립영화제,짝사랑,주영,본선 단편경쟁,,드라마,중장비 부품을 만드는 공장에서 평범하게 일하며 살아가는 인범에게 설레는 사람이 생겼다. 거창하지는 않지만 자신의 미래를 만들기 위해 차곡차곡 준비하며 도전하는 하영은 특별한 꿈도 미래도 없던 인범에게 자극이 되고 새로운 도전을 시작하게 한다.,,29,2020,,https://ssl.pstatic.net/imgmovie/mdi/mit110/2107/210731_P01_151351.JPG,"http://file.koreafilm.or.kr/thm/01/copy/00/59/30/tn_DST745943.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/59/30/tn_DST745944.jpg",5
2021,서울독립영화제,국가유공자,박찬우,본선 단편경쟁,,드라마,"국가유공자 영춘의 생애 마지막 꿈은 호국원에 묻히는 것이다. 하지만 국가는 그에게 묻힐 땅을 허락하지 않는다.6.25 전쟁에 참전했던 85세 노인 영춘에게 ‘국가유공자’라는 명예는 삶의 전부다. 그 자부심으로 비루한 삶을 견뎌왔고, 죽음을 앞둔 시점에선 자신이 당연히 호국원의 한 자리를 차지할 거라고 생각한다. 이때 청천벽력 같은 소식이 날아온다. 전쟁 당시 20일 이상 행방불명 상태였기에 탈영으로 처리되어 있었고, 그런 ‘불명예스러운’ 자에겐 호국원이라는 영예로운 공간이 허락되지 않는다는 것이다.  국가유공자 는 서사와 스타일의 과잉 없이, 조용히 스며드는 방식으로 테마를 전달하는 영화다. 한 가족 안에서 일어나는, 어쩌면 사소한 사건 하나를 다루는 이 영화는 그 일을 통해 세대와 가치관을 이야기한다. 삶을 마감하기 직전의 순간에 평생을 지탱했던 ‘국가’라는 존재로부터 배신당한 영춘. 그에게 남은 건 아무도 알아주지 않는 훈장 하나뿐이며, 자식들은 국가유공자였던 아버지를 그다지 자랑스러워하지 않는다. 잔잔함 속에 페이소스가 있는, 울림 있는 드라마다.",,35,2021,"김삼일,박일용,김금순",https://ssl.pstatic.net/imgmovie/mdi/mit110/2065/206500_P01_170424.jpg,"http://file.koreafilm.or.kr/thm/01/copy/00/56/99/tn_DST722162.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/56/99/tn_DST722163.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/56/99/tn_DST722164.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/56/99/tn_DST722165.jpg",5
2021,서울독립영화제,아무도 모르게,변여빈,본선 단편경쟁,,드라마,"폐업을 앞둔 의원에서 일하는 남주는 성혜와 어릴 적 기억을 공유한다.그리고 오랜 시간이 지난 뒤, 성혜가 찾아온다.",,22,2021,"김윤하,유재원",https://ssl.pstatic.net/imgmovie/mdi/mit110/2116/211604_P01_143928.jpg,"http://file.koreafilm.or.kr/thm/01/copy/00/57/59/tn_DST728296.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/57/59/tn_DST728297.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/57/60/tn_DST728298.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/57/60/tn_DST728299.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/57/60/tn_DST728300.jpg",5
2021,서울독립영화제,조에아,유채정,본선 단편경쟁,,기타,,,,,,https://ssl.pstatic.net/imgmovie/mdi/mit110/2054/205407_P01_163550.jpg,,5
2021,서울독립영화제,돌림총,이상민,본선 단편경쟁,,드라마,의장대에서 ‘돌림총’이라는 동작을 배우던 중 부상을 입어 행정병으로 빠진 현규는 다시 의장대원이 되어 행사를 뛰고 싶다.,,27,2021,"엄준기,김상흔,이휘원",https://ssl.pstatic.net/imgmovie/mdi/mit110/2107/210742_P01_112649.png,"http://file.koreafilm.or.kr/thm/01/copy/00/59/46/tn_DST747631.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/59/46/tn_DST747636.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/59/46/tn_DST747637.jpg",5
2021,서울독립영화제,퇴직금,전재연,본선 단편경쟁,,코메디,나영은 헤어진 남자친구 진만의 전직장에 대신 퇴직금을 받으러 간다. 그건 진만과의 지긋지긋한 관계에 대한 나영의 퇴직금이다.,,28,2021,"조민경,임선우,이재인",https://ssl.pstatic.net/imgmovie/mdi/mit110/2106/210699_P01_174506.jpg,"http://file.koreafilm.or.kr/thm/01/copy/00/57/54/tn_DST727729.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/57/54/tn_DST727730.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/57/54/tn_DST727731.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/57/54/tn_DST727732.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/57/54/tn_DST727733.jpg",5
2021,서울독립영화제,굿포유,김일현,본선 단편경쟁,,실험,지금부터 보고 듣는 모든 것들이 바로 '당신을 위한' 굿입니다.,,7,2021,,https://ssl.pstatic.net/imgmovie/mdi/mit110/2037/203707_P01_111715.JPG,"http://file.koreafilm.or.kr/thm/01/copy/00/57/75/tn_DST729895.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/57/75/tn_DST729896.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/57/75/tn_DST729897.jpg",5
2021,서울독립영화제,황룡산,김무영,본선 단편경쟁,,기타,,,,,,https://ssl.pstatic.net/imgmovie/mdi/mit110/2116/211602_P01_144722.jpg,,10
2021,서울독립영화제,습지 장례법,신종원,본선 단편경쟁,,기타,,,,,,https://ssl.pstatic.net/imgmovie/mdi/mit110/2116/211601_P01_145819.jpg,,5
2021,서울독립영화제,Trans-Continental-Railway,정재훈,본선 단편경쟁,,실험,"이 영화는 유기농맥주의 동명 앨범 「TCR(Trans-Continental Railway)」의 뮤직비디오로, 극장에서의 상영만을 목표로 제작되었다. 시베리아 횡단 열차는 1897년 최초로 운행했다. 영화가 아직 기계 장치라면 여전히 관객의 몸은 영화를 통해 멀리까지 갈 수 있다.",,52,2021,,https://ssl.pstatic.net/imgmovie/mdi/mit110/2041/204169_P01_165307.JPG,"http://file.koreafilm.or.kr/thm/01/copy/00/58/77/tn_DST740213.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/58/77/tn_DST740214.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/58/77/tn_DST740215.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/58/77/tn_DST740212.jpg",5
2021,서울독립영화제,씨티백,황선영,본선 단편경쟁,,사회,"열여덟 가을, 나는 친구 기현의 부고를 들었다. 기현은 치킨집 배달 아르바이트를 하던 도중 교통사고를 당했으나, 청소년으로도 노동자로도 아무런 보호를 받지 못한 채 순식간에 세상에서 지워졌다. ‘나’는 기현과 함께한 시간들을 회상하던 중 2009년 기현의 사고를 다시 마주한다. 그 시간의 주위를 맴돌며, 유령처럼 사라진 친구와 오토바이 문화 그리고 지금도 여전히 길 위를 떠다니는 ‘기현이들’을 만난다.",,29,2021,,https://ssl.pstatic.net/imgmovie/mdi/mit110/2116/211600_P01_150832.jpg,"http://file.koreafilm.or.kr/thm/01/copy/00/59/95/tn_DST753018.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/59/95/tn_DST753019.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/59/95/tn_DST753020.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/59/95/tn_DST753021.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/59/95/tn_DST753017.jpg",5
2021,서울독립영화제,Video Noire,성하은,본선 단편경쟁,,실험,나는 방으로 초대받는다. 누군가 나에게 말을 건다. 나는 어떤 공간으로 계속해서 빨려 들어간다.,,9,2021,,,"http://file.koreafilm.or.kr/thm/01/copy/00/59/70/tn_DST750435.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/59/70/tn_DST750437.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/59/70/tn_DST750438.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/59/70/tn_DST750436.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/59/70/tn_DST750439.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/59/70/tn_DST750440.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/59/70/tn_DST750441.jpg",5
2021,서울독립영화제,선율,김윤정,본선 단편경쟁,,드라마,방 안에 갇혀 원인 모를 소음과 공포에 시달리던 나는 나와 같은 일을 겪고 있는 정신장애인 조현병 당사자 ‘고유한 선’과 ‘바이올렛 제이’를 만나 이야기를 나눈다. 이 둘은 각자의 방법과 속도에 맞추어 이 세계 안을 헤엄치고 있었다. 각각의 음으로 표류하던 우리의 이야기는 서로 만나 하나의 선율로 완성된다.,,12,2021,"고유한 선,바이올렛 제이,돌고래",https://ssl.pstatic.net/imgmovie/mdi/mit110/2074/207495_P01_180205.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/58/62/tn_DST738714.jpg,5
2021,서울독립영화제,외발자전거,이종헌,새로운선택,,기타,,,,,,https://ssl.pstatic.net/imgmovie/mdi/mit110/2115/211595_P01_095857.jpg,,5
2021,서울독립영화제,두 여자,허태인,새로운선택,,기타,,,,,,https://ssl.pstatic.net/imgmovie/mdi/mit110/2115/211594_P01_100453.jpg,,5
